Units,scenario,year,market,value
1975$/kg,stick_20240822_80p,1975,AKCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,AKairCO2,0
1975$/kg,stick_20240822_80p,1975,ALCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,ALairCO2,0
1975$/kg,stick_20240822_80p,1975,ARCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,ARairCO2,0
1975$/kg,stick_20240822_80p,1975,AZCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,AZairCO2,0
1975$/kg,stick_20240822_80p,1975,Africa_EasternCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,Africa_EasternairCO2,0
1975$/kg,stick_20240822_80p,1975,Africa_NorthernCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,Africa_NorthernairCO2,0
1975$/kg,stick_20240822_80p,1975,Africa_SouthernCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,Africa_SouthernairCO2,0
1975$/kg,stick_20240822_80p,1975,Africa_WesternCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,Africa_WesternairCO2,0
1975$/kg,stick_20240822_80p,1975,ArgentinaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,ArgentinaairCO2,0
1975$/kg,stick_20240822_80p,1975,Australia_NZCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,Australia_NZairCO2,0
1975$/kg,stick_20240822_80p,1975,BrazilCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,BrazilairCO2,0
1975$/kg,stick_20240822_80p,1975,CACO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,CAairCO2,0
1975$/kg,stick_20240822_80p,1975,COCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,COairCO2,0
1975$/kg,stick_20240822_80p,1975,CTCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,CTairCO2,0
1975$/kg,stick_20240822_80p,1975,CanadaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,CanadaairCO2,0
1975$/kg,stick_20240822_80p,1975,Central America and CaribbeanCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,Central America and CaribbeanairCO2,0
1975$/kg,stick_20240822_80p,1975,Central AsiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,Central AsiaairCO2,0
1975$/kg,stick_20240822_80p,1975,ChinaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,ChinaairCO2,0
1975$/kg,stick_20240822_80p,1975,ColombiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,ColombiaairCO2,0
1975$/kg,stick_20240822_80p,1975,DCCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,DCairCO2,0
1975$/kg,stick_20240822_80p,1975,DECO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,DEairCO2,0
1975$/kg,stick_20240822_80p,1975,EU-12CO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,EU-12airCO2,0
1975$/kg,stick_20240822_80p,1975,EU-15CO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,EU-15airCO2,0
1975$/kg,stick_20240822_80p,1975,Europe_EasternCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,Europe_EasternairCO2,0
1975$/kg,stick_20240822_80p,1975,Europe_Non_EUCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,Europe_Non_EUairCO2,0
1975$/kg,stick_20240822_80p,1975,European Free Trade AssociationCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,European Free Trade AssociationairCO2,0
1975$/kg,stick_20240822_80p,1975,FLCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,FLairCO2,0
1975$/kg,stick_20240822_80p,1975,GACO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,GAairCO2,0
1975$/kg,stick_20240822_80p,1975,HICO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,HIairCO2,0
1975$/kg,stick_20240822_80p,1975,IACO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,IAairCO2,0
1975$/kg,stick_20240822_80p,1975,IDCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,IDairCO2,0
1975$/kg,stick_20240822_80p,1975,ILCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,ILairCO2,0
1975$/kg,stick_20240822_80p,1975,INCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,INairCO2,0
1975$/kg,stick_20240822_80p,1975,IndiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,IndiaairCO2,0
1975$/kg,stick_20240822_80p,1975,IndonesiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,IndonesiaairCO2,0
1975$/kg,stick_20240822_80p,1975,JapanCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,JapanairCO2,0
1975$/kg,stick_20240822_80p,1975,KSCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,KSairCO2,0
1975$/kg,stick_20240822_80p,1975,KYCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,KYairCO2,0
1975$/kg,stick_20240822_80p,1975,LACO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,LAairCO2,0
1975$/kg,stick_20240822_80p,1975,MACO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,MAairCO2,0
1975$/kg,stick_20240822_80p,1975,MDCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,MDairCO2,0
1975$/kg,stick_20240822_80p,1975,MECO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,MEairCO2,0
1975$/kg,stick_20240822_80p,1975,MICO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,MIairCO2,0
1975$/kg,stick_20240822_80p,1975,MNCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,MNairCO2,0
1975$/kg,stick_20240822_80p,1975,MOCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,MOairCO2,0
1975$/kg,stick_20240822_80p,1975,MSCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,MSairCO2,0
1975$/kg,stick_20240822_80p,1975,MTCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,MTairCO2,0
1975$/kg,stick_20240822_80p,1975,MexicoCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,MexicoairCO2,0
1975$/kg,stick_20240822_80p,1975,Middle EastCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,Middle EastairCO2,0
1975$/kg,stick_20240822_80p,1975,NCCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,NCairCO2,0
1975$/kg,stick_20240822_80p,1975,NDCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,NDairCO2,0
1975$/kg,stick_20240822_80p,1975,NECO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,NEairCO2,0
1975$/kg,stick_20240822_80p,1975,NHCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,NHairCO2,0
1975$/kg,stick_20240822_80p,1975,NJCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,NJairCO2,0
1975$/kg,stick_20240822_80p,1975,NMCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,NMairCO2,0
1975$/kg,stick_20240822_80p,1975,NVCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,NVairCO2,0
1975$/kg,stick_20240822_80p,1975,NYCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,NYairCO2,0
1975$/kg,stick_20240822_80p,1975,OHCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,OHairCO2,0
1975$/kg,stick_20240822_80p,1975,OKCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,OKairCO2,0
1975$/kg,stick_20240822_80p,1975,ORCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,ORairCO2,0
1975$/kg,stick_20240822_80p,1975,PACO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,PAairCO2,0
1975$/kg,stick_20240822_80p,1975,PakistanCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,PakistanairCO2,0
1975$/kg,stick_20240822_80p,1975,RICO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,RIairCO2,0
1975$/kg,stick_20240822_80p,1975,RussiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,RussiaairCO2,0
1975$/kg,stick_20240822_80p,1975,SCCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,SCairCO2,0
1975$/kg,stick_20240822_80p,1975,SDCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,SDairCO2,0
1975$/kg,stick_20240822_80p,1975,South AfricaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,South AfricaairCO2,0
1975$/kg,stick_20240822_80p,1975,South America_NorthernCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,South America_NorthernairCO2,0
1975$/kg,stick_20240822_80p,1975,South America_SouthernCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,South America_SouthernairCO2,0
1975$/kg,stick_20240822_80p,1975,South AsiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,South AsiaairCO2,0
1975$/kg,stick_20240822_80p,1975,South KoreaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,South KoreaairCO2,0
1975$/kg,stick_20240822_80p,1975,Southeast AsiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,Southeast AsiaairCO2,0
1975$/kg,stick_20240822_80p,1975,TNCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,TNairCO2,0
1975$/kg,stick_20240822_80p,1975,TXCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,TXairCO2,0
1975$/kg,stick_20240822_80p,1975,TaiwanCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,TaiwanairCO2,0
1975$/kg,stick_20240822_80p,1975,UTCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,UTairCO2,0
1975$/kg,stick_20240822_80p,1975,VACO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,VAairCO2,0
1975$/kg,stick_20240822_80p,1975,VTCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,VTairCO2,0
1975$/kg,stick_20240822_80p,1975,WACO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,WAairCO2,0
1975$/kg,stick_20240822_80p,1975,WICO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,WIairCO2,0
1975$/kg,stick_20240822_80p,1975,WVCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,WVairCO2,0
1975$/kg,stick_20240822_80p,1975,WYCO2 removal,0.001
1975$/kg,stick_20240822_80p,1975,WYairCO2,0
1975$/kg,stick_20240822_80p,1990,AKCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,AKairCO2,0
1975$/kg,stick_20240822_80p,1990,ALCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,ALairCO2,0
1975$/kg,stick_20240822_80p,1990,ARCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,ARairCO2,0
1975$/kg,stick_20240822_80p,1990,AZCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,AZairCO2,0
1975$/kg,stick_20240822_80p,1990,Africa_EasternCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,Africa_EasternairCO2,0
1975$/kg,stick_20240822_80p,1990,Africa_NorthernCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,Africa_NorthernairCO2,0
1975$/kg,stick_20240822_80p,1990,Africa_SouthernCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,Africa_SouthernairCO2,0
1975$/kg,stick_20240822_80p,1990,Africa_WesternCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,Africa_WesternairCO2,0
1975$/kg,stick_20240822_80p,1990,ArgentinaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,ArgentinaairCO2,0
1975$/kg,stick_20240822_80p,1990,Australia_NZCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,Australia_NZairCO2,0
1975$/kg,stick_20240822_80p,1990,BrazilCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,BrazilairCO2,0
1975$/kg,stick_20240822_80p,1990,CACO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,CAairCO2,0
1975$/kg,stick_20240822_80p,1990,COCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,COairCO2,0
1975$/kg,stick_20240822_80p,1990,CTCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,CTairCO2,0
1975$/kg,stick_20240822_80p,1990,CanadaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,CanadaairCO2,0
1975$/kg,stick_20240822_80p,1990,Central America and CaribbeanCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,Central America and CaribbeanairCO2,0
1975$/kg,stick_20240822_80p,1990,Central AsiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,Central AsiaairCO2,0
1975$/kg,stick_20240822_80p,1990,ChinaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,ChinaairCO2,0
1975$/kg,stick_20240822_80p,1990,ColombiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,ColombiaairCO2,0
1975$/kg,stick_20240822_80p,1990,DCCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,DCairCO2,0
1975$/kg,stick_20240822_80p,1990,DECO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,DEairCO2,0
1975$/kg,stick_20240822_80p,1990,EU-12CO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,EU-12airCO2,0
1975$/kg,stick_20240822_80p,1990,EU-15CO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,EU-15airCO2,0
1975$/kg,stick_20240822_80p,1990,Europe_EasternCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,Europe_EasternairCO2,0
1975$/kg,stick_20240822_80p,1990,Europe_Non_EUCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,Europe_Non_EUairCO2,0
1975$/kg,stick_20240822_80p,1990,European Free Trade AssociationCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,European Free Trade AssociationairCO2,0
1975$/kg,stick_20240822_80p,1990,FLCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,FLairCO2,0
1975$/kg,stick_20240822_80p,1990,GACO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,GAairCO2,0
1975$/kg,stick_20240822_80p,1990,HICO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,HIairCO2,0
1975$/kg,stick_20240822_80p,1990,IACO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,IAairCO2,0
1975$/kg,stick_20240822_80p,1990,IDCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,IDairCO2,0
1975$/kg,stick_20240822_80p,1990,ILCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,ILairCO2,0
1975$/kg,stick_20240822_80p,1990,INCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,INairCO2,0
1975$/kg,stick_20240822_80p,1990,IndiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,IndiaairCO2,0
1975$/kg,stick_20240822_80p,1990,IndonesiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,IndonesiaairCO2,0
1975$/kg,stick_20240822_80p,1990,JapanCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,JapanairCO2,0
1975$/kg,stick_20240822_80p,1990,KSCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,KSairCO2,0
1975$/kg,stick_20240822_80p,1990,KYCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,KYairCO2,0
1975$/kg,stick_20240822_80p,1990,LACO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,LAairCO2,0
1975$/kg,stick_20240822_80p,1990,MACO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,MAairCO2,0
1975$/kg,stick_20240822_80p,1990,MDCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,MDairCO2,0
1975$/kg,stick_20240822_80p,1990,MECO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,MEairCO2,0
1975$/kg,stick_20240822_80p,1990,MICO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,MIairCO2,0
1975$/kg,stick_20240822_80p,1990,MNCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,MNairCO2,0
1975$/kg,stick_20240822_80p,1990,MOCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,MOairCO2,0
1975$/kg,stick_20240822_80p,1990,MSCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,MSairCO2,0
1975$/kg,stick_20240822_80p,1990,MTCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,MTairCO2,0
1975$/kg,stick_20240822_80p,1990,MexicoCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,MexicoairCO2,0
1975$/kg,stick_20240822_80p,1990,Middle EastCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,Middle EastairCO2,0
1975$/kg,stick_20240822_80p,1990,NCCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,NCairCO2,0
1975$/kg,stick_20240822_80p,1990,NDCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,NDairCO2,0
1975$/kg,stick_20240822_80p,1990,NECO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,NEairCO2,0
1975$/kg,stick_20240822_80p,1990,NHCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,NHairCO2,0
1975$/kg,stick_20240822_80p,1990,NJCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,NJairCO2,0
1975$/kg,stick_20240822_80p,1990,NMCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,NMairCO2,0
1975$/kg,stick_20240822_80p,1990,NVCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,NVairCO2,0
1975$/kg,stick_20240822_80p,1990,NYCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,NYairCO2,0
1975$/kg,stick_20240822_80p,1990,OHCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,OHairCO2,0
1975$/kg,stick_20240822_80p,1990,OKCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,OKairCO2,0
1975$/kg,stick_20240822_80p,1990,ORCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,ORairCO2,0
1975$/kg,stick_20240822_80p,1990,PACO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,PAairCO2,0
1975$/kg,stick_20240822_80p,1990,PakistanCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,PakistanairCO2,0
1975$/kg,stick_20240822_80p,1990,RICO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,RIairCO2,0
1975$/kg,stick_20240822_80p,1990,RussiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,RussiaairCO2,0
1975$/kg,stick_20240822_80p,1990,SCCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,SCairCO2,0
1975$/kg,stick_20240822_80p,1990,SDCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,SDairCO2,0
1975$/kg,stick_20240822_80p,1990,South AfricaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,South AfricaairCO2,0
1975$/kg,stick_20240822_80p,1990,South America_NorthernCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,South America_NorthernairCO2,0
1975$/kg,stick_20240822_80p,1990,South America_SouthernCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,South America_SouthernairCO2,0
1975$/kg,stick_20240822_80p,1990,South AsiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,South AsiaairCO2,0
1975$/kg,stick_20240822_80p,1990,South KoreaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,South KoreaairCO2,0
1975$/kg,stick_20240822_80p,1990,Southeast AsiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,Southeast AsiaairCO2,0
1975$/kg,stick_20240822_80p,1990,TNCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,TNairCO2,0
1975$/kg,stick_20240822_80p,1990,TXCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,TXairCO2,0
1975$/kg,stick_20240822_80p,1990,TaiwanCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,TaiwanairCO2,0
1975$/kg,stick_20240822_80p,1990,UTCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,UTairCO2,0
1975$/kg,stick_20240822_80p,1990,VACO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,VAairCO2,0
1975$/kg,stick_20240822_80p,1990,VTCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,VTairCO2,0
1975$/kg,stick_20240822_80p,1990,WACO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,WAairCO2,0
1975$/kg,stick_20240822_80p,1990,WICO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,WIairCO2,0
1975$/kg,stick_20240822_80p,1990,WVCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,WVairCO2,0
1975$/kg,stick_20240822_80p,1990,WYCO2 removal,0.001
1975$/kg,stick_20240822_80p,1990,WYairCO2,0
1975$/kg,stick_20240822_80p,2005,AKCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,AKairCO2,0
1975$/kg,stick_20240822_80p,2005,ALCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,ALairCO2,0
1975$/kg,stick_20240822_80p,2005,ARCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,ARairCO2,0
1975$/kg,stick_20240822_80p,2005,AZCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,AZairCO2,0
1975$/kg,stick_20240822_80p,2005,Africa_EasternCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,Africa_EasternairCO2,0
1975$/kg,stick_20240822_80p,2005,Africa_NorthernCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,Africa_NorthernairCO2,0
1975$/kg,stick_20240822_80p,2005,Africa_SouthernCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,Africa_SouthernairCO2,0
1975$/kg,stick_20240822_80p,2005,Africa_WesternCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,Africa_WesternairCO2,0
1975$/kg,stick_20240822_80p,2005,ArgentinaCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,ArgentinaairCO2,0
1975$/kg,stick_20240822_80p,2005,Australia_NZCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,Australia_NZairCO2,0
1975$/kg,stick_20240822_80p,2005,BrazilCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,BrazilairCO2,0
1975$/kg,stick_20240822_80p,2005,CACO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,CAairCO2,0
1975$/kg,stick_20240822_80p,2005,COCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,COairCO2,0
1975$/kg,stick_20240822_80p,2005,CTCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,CTairCO2,0
1975$/kg,stick_20240822_80p,2005,CanadaCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,CanadaairCO2,0
1975$/kg,stick_20240822_80p,2005,Central America and CaribbeanCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,Central America and CaribbeanairCO2,0
1975$/kg,stick_20240822_80p,2005,Central AsiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,Central AsiaairCO2,0
1975$/kg,stick_20240822_80p,2005,ChinaCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,ChinaairCO2,0
1975$/kg,stick_20240822_80p,2005,ColombiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,ColombiaairCO2,0
1975$/kg,stick_20240822_80p,2005,DCCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,DCairCO2,0
1975$/kg,stick_20240822_80p,2005,DECO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,DEairCO2,0
1975$/kg,stick_20240822_80p,2005,EU-12CO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,EU-12airCO2,0
1975$/kg,stick_20240822_80p,2005,EU-15CO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,EU-15airCO2,0
1975$/kg,stick_20240822_80p,2005,Europe_EasternCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,Europe_EasternairCO2,0
1975$/kg,stick_20240822_80p,2005,Europe_Non_EUCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,Europe_Non_EUairCO2,0
1975$/kg,stick_20240822_80p,2005,European Free Trade AssociationCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,European Free Trade AssociationairCO2,0
1975$/kg,stick_20240822_80p,2005,FLCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,FLairCO2,0
1975$/kg,stick_20240822_80p,2005,GACO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,GAairCO2,0
1975$/kg,stick_20240822_80p,2005,HICO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,HIairCO2,0
1975$/kg,stick_20240822_80p,2005,IACO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,IAairCO2,0
1975$/kg,stick_20240822_80p,2005,IDCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,IDairCO2,0
1975$/kg,stick_20240822_80p,2005,ILCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,ILairCO2,0
1975$/kg,stick_20240822_80p,2005,INCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,INairCO2,0
1975$/kg,stick_20240822_80p,2005,IndiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,IndiaairCO2,0
1975$/kg,stick_20240822_80p,2005,IndonesiaCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,IndonesiaairCO2,0
1975$/kg,stick_20240822_80p,2005,JapanCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,JapanairCO2,0
1975$/kg,stick_20240822_80p,2005,KSCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,KSairCO2,0
1975$/kg,stick_20240822_80p,2005,KYCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,KYairCO2,0
1975$/kg,stick_20240822_80p,2005,LACO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,LAairCO2,0
1975$/kg,stick_20240822_80p,2005,MACO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,MAairCO2,0
1975$/kg,stick_20240822_80p,2005,MDCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,MDairCO2,0
1975$/kg,stick_20240822_80p,2005,MECO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,MEairCO2,0
1975$/kg,stick_20240822_80p,2005,MICO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,MIairCO2,0
1975$/kg,stick_20240822_80p,2005,MNCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,MNairCO2,0
1975$/kg,stick_20240822_80p,2005,MOCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,MOairCO2,0
1975$/kg,stick_20240822_80p,2005,MSCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,MSairCO2,0
1975$/kg,stick_20240822_80p,2005,MTCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,MTairCO2,0
1975$/kg,stick_20240822_80p,2005,MexicoCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,MexicoairCO2,0
1975$/kg,stick_20240822_80p,2005,Middle EastCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,Middle EastairCO2,0
1975$/kg,stick_20240822_80p,2005,NCCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,NCairCO2,0
1975$/kg,stick_20240822_80p,2005,NDCO2 removal,0.001
1975$/kg,stick_20240822_80p,2005,NDairCO2,0
1975$/kg,stick_20240822_80p,2005,NECO2 removal,0.001
