Units,scenario,year,market,value
1975$/kg,crt2040_80p_l_0821,2060,TXCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2060,TXairCO2,1
1975$/kg,crt2040_80p_l_0821,2060,UTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2060,UTairCO2,1
1975$/kg,crt2040_80p_l_0821,2060,VACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2060,VAairCO2,1
1975$/kg,crt2040_80p_l_0821,2060,VTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2060,VTairCO2,1
1975$/kg,crt2040_80p_l_0821,2060,WACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2060,WAairCO2,1
1975$/kg,crt2040_80p_l_0821,2060,WICO2 removal,1
1975$/kg,crt2040_80p_l_0821,2060,WIairCO2,1
1975$/kg,crt2040_80p_l_0821,2060,WVCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2060,WVairCO2,1
1975$/kg,crt2040_80p_l_0821,2060,WYCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2060,WYairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,AKCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,AKairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,ALCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,ALairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,ARCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,ARairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,AZCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,AZairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,CACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,CAairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,COCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,COairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,CTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,CTairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,DCCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,DCairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,DECO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,DEairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,FLCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,FLairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,GACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,GAairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,HICO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,HIairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,IACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,IAairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,IDCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,IDairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,ILCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,ILairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,INCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,INairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,KSCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,KSairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,KYCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,KYairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,LACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,LAairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,MACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,MAairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,MDCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,MDairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,MECO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,MEairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,MICO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,MIairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,MNCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,MNairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,MOCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,MOairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,MSCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,MSairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,MTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,MTairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,NCCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,NCairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,NDCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,NDairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,NECO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,NEairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,NHCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,NHairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,NJCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,NJairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,NMCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,NMairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,NVCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,NVairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,NYCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,NYairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,OHCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,OHairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,OKCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,OKairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,ORCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,ORairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,PACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,PAairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,RICO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,RIairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,SCCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,SCairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,SDCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,SDairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,TNCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,TNairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,TXCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,TXairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,UTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,UTairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,VACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,VAairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,VTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,VTairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,WACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,WAairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,WICO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,WIairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,WVCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,WVairCO2,1
1975$/kg,crt2040_80p_l_0821,2065,WYCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2065,WYairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,AKCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,AKairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,ALCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,ALairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,ARCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,ARairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,AZCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,AZairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,CACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,CAairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,COCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,COairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,CTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,CTairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,DCCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,DCairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,DECO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,DEairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,FLCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,FLairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,GACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,GAairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,HICO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,HIairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,IACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,IAairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,IDCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,IDairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,ILCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,ILairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,INCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,INairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,KSCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,KSairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,KYCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,KYairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,LACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,LAairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,MACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,MAairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,MDCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,MDairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,MECO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,MEairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,MICO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,MIairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,MNCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,MNairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,MOCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,MOairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,MSCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,MSairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,MTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,MTairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,NCCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,NCairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,NDCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,NDairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,NECO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,NEairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,NHCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,NHairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,NJCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,NJairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,NMCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,NMairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,NVCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,NVairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,NYCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,NYairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,OHCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,OHairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,OKCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,OKairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,ORCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,ORairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,PACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,PAairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,RICO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,RIairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,SCCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,SCairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,SDCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,SDairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,TNCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,TNairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,TXCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,TXairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,UTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,UTairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,VACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,VAairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,VTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,VTairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,WACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,WAairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,WICO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,WIairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,WVCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,WVairCO2,1
1975$/kg,crt2040_80p_l_0821,2070,WYCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2070,WYairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,AKCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,AKairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,ALCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,ALairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,ARCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,ARairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,AZCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,AZairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,CACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,CAairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,COCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,COairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,CTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,CTairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,DCCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,DCairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,DECO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,DEairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,FLCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,FLairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,GACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,GAairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,HICO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,HIairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,IACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,IAairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,IDCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,IDairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,ILCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,ILairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,INCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,INairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,KSCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,KSairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,KYCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,KYairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,LACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,LAairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,MACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,MAairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,MDCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,MDairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,MECO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,MEairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,MICO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,MIairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,MNCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,MNairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,MOCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,MOairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,MSCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,MSairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,MTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,MTairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,NCCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,NCairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,NDCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,NDairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,NECO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,NEairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,NHCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,NHairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,NJCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,NJairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,NMCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,NMairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,NVCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,NVairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,NYCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,NYairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,OHCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,OHairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,OKCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,OKairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,ORCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,ORairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,PACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,PAairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,RICO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,RIairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,SCCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,SCairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,SDCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,SDairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,TNCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,TNairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,TXCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,TXairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,UTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,UTairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,VACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,VAairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,VTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,VTairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,WACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,WAairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,WICO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,WIairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,WVCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,WVairCO2,1
1975$/kg,crt2040_80p_l_0821,2075,WYCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2075,WYairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,AKCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,AKairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,ALCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,ALairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,ARCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,ARairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,AZCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,AZairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,CACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,CAairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,COCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,COairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,CTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,CTairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,DCCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,DCairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,DECO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,DEairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,FLCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,FLairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,GACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,GAairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,HICO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,HIairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,IACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,IAairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,IDCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,IDairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,ILCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,ILairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,INCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,INairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,KSCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,KSairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,KYCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,KYairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,LACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,LAairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,MACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,MAairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,MDCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,MDairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,MECO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,MEairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,MICO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,MIairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,MNCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,MNairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,MOCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,MOairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,MSCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,MSairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,MTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,MTairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,NCCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,NCairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,NDCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,NDairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,NECO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,NEairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,NHCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,NHairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,NJCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,NJairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,NMCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,NMairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,NVCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,NVairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,NYCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,NYairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,OHCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,OHairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,OKCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,OKairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,ORCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,ORairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,PACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,PAairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,RICO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,RIairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,SCCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,SCairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,SDCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,SDairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,TNCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,TNairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,TXCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,TXairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,UTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,UTairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,VACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,VAairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,VTCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,VTairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,WACO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,WAairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,WICO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,WIairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,WVCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,WVairCO2,1
1975$/kg,crt2040_80p_l_0821,2080,WYCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2080,WYairCO2,1
1975$/kg,crt2040_80p_l_0821,2085,AKCO2 removal,1
1975$/kg,crt2040_80p_l_0821,2085,AKairCO2,1
