"region","sector","Year","co2.emiss","scenario"
"AL","cement","1975",0.398131,"crt2030_80p_l_202502_sameEnd"
"AR","cement","1975",0.165106,"crt2030_80p_l_202502_sameEnd"
"AZ","cement","1975",0.13985,"crt2030_80p_l_202502_sameEnd"
"CA","cement","1975",1.2395,"crt2030_80p_l_202502_sameEnd"
"CO","cement","1975",0.0582999,"crt2030_80p_l_202502_sameEnd"
"FL","cement","1975",0.321596,"crt2030_80p_l_202502_sameEnd"
"GA","cement","1975",0.103447,"crt2030_80p_l_202502_sameEnd"
"HI","cement","1975",0.0272432,"crt2030_80p_l_202502_sameEnd"
"IA","cement","1975",0.26863,"crt2030_80p_l_202502_sameEnd"
"IL","cement","1975",0.311459,"crt2030_80p_l_202502_sameEnd"
"IN","cement","1975",0.321216,"crt2030_80p_l_202502_sameEnd"
"KS","cement","1975",0.213637,"crt2030_80p_l_202502_sameEnd"
"KY","cement","1975",0.126908,"crt2030_80p_l_202502_sameEnd"
"MD","cement","1975",0.232264,"crt2030_80p_l_202502_sameEnd"
"ME","cement","1975",0.0559843,"crt2030_80p_l_202502_sameEnd"
"MI","cement","1975",0.612528,"crt2030_80p_l_202502_sameEnd"
"MO","cement","1975",0.563997,"crt2030_80p_l_202502_sameEnd"
"MT","cement","1975",0.0690182,"crt2030_80p_l_202502_sameEnd"
"NE","cement","1975",0.0185551,"crt2030_80p_l_202502_sameEnd"
"NM","cement","1975",0.0356656,"crt2030_80p_l_202502_sameEnd"
"NV","cement","1975",0.0580151,"crt2030_80p_l_202502_sameEnd"
"NY","cement","1975",0.305146,"crt2030_80p_l_202502_sameEnd"
"OH","cement","1975",0.169795,"crt2030_80p_l_202502_sameEnd"
"OK","cement","1975",0.168781,"crt2030_80p_l_202502_sameEnd"
"PA","cement","1975",0.718206,"crt2030_80p_l_202502_sameEnd"
"SC","cement","1975",0.298788,"crt2030_80p_l_202502_sameEnd"
"SD","cement","1975",0.0199013,"crt2030_80p_l_202502_sameEnd"
"TN","cement","1975",0.161002,"crt2030_80p_l_202502_sameEnd"
"TX","cement","1975",0.946288,"crt2030_80p_l_202502_sameEnd"
"UT","cement","1975",0.143225,"crt2030_80p_l_202502_sameEnd"
"VA","cement","1975",0.0851679,"crt2030_80p_l_202502_sameEnd"
"WV","cement","1975",0.0841773,"crt2030_80p_l_202502_sameEnd"
"WY","cement","1975",0.0318568,"crt2030_80p_l_202502_sameEnd"
"USA","gas pipeline","1975",3.13957,"crt2030_80p_l_202502_sameEnd"
"CA","N fertilizer","1975",0.275631,"crt2030_80p_l_202502_sameEnd"
"FL","N fertilizer","1975",1.59092,"crt2030_80p_l_202502_sameEnd"
"GA","N fertilizer","1975",0.256798,"crt2030_80p_l_202502_sameEnd"
"IA","N fertilizer","1975",0.342255,"crt2030_80p_l_202502_sameEnd"
"LA","N fertilizer","1975",1.71844,"crt2030_80p_l_202502_sameEnd"
"MO","N fertilizer","1975",0.741614,"crt2030_80p_l_202502_sameEnd"
"NC","N fertilizer","1975",0.277035,"crt2030_80p_l_202502_sameEnd"
"OH","N fertilizer","1975",0.342663,"crt2030_80p_l_202502_sameEnd"
"TX","N fertilizer","1975",0.317776,"crt2030_80p_l_202502_sameEnd"
"AK","other industrial energy use","1975",0.840883,"crt2030_80p_l_202502_sameEnd"
"AL","other industrial energy use","1975",8.06729860181692,"crt2030_80p_l_202502_sameEnd"
"AR","other industrial energy use","1975",2.31005360592561,"crt2030_80p_l_202502_sameEnd"
"AZ","other industrial energy use","1975",0.987046113754401,"crt2030_80p_l_202502_sameEnd"
"CA","other industrial energy use","1975",11.4529779949902,"crt2030_80p_l_202502_sameEnd"
"CO","other industrial energy use","1975",2.28680265761733,"crt2030_80p_l_202502_sameEnd"
"CT","other industrial energy use","1975",1.0563351,"crt2030_80p_l_202502_sameEnd"
"DC","other industrial energy use","1975",0.21991823,"crt2030_80p_l_202502_sameEnd"
"DE","other industrial energy use","1975",0.4238051,"crt2030_80p_l_202502_sameEnd"
"FL","other industrial energy use","1975",2.15353932112671,"crt2030_80p_l_202502_sameEnd"
"GA","other industrial energy use","1975",2.9876271083808,"crt2030_80p_l_202502_sameEnd"
"HI","other industrial energy use","1975",0.17079586,"crt2030_80p_l_202502_sameEnd"
"IA","other industrial energy use","1975",2.96375014866992,"crt2030_80p_l_202502_sameEnd"
"ID","other industrial energy use","1975",0.962078,"crt2030_80p_l_202502_sameEnd"
"IL","other industrial energy use","1975",11.0978205219141,"crt2030_80p_l_202502_sameEnd"
"IN","other industrial energy use","1975",14.3406197927884,"crt2030_80p_l_202502_sameEnd"
"KS","other industrial energy use","1975",2.36926349234755,"crt2030_80p_l_202502_sameEnd"
"KY","other industrial energy use","1975",3.16866913462603,"crt2030_80p_l_202502_sameEnd"
"LA","other industrial energy use","1975",18.36158,"crt2030_80p_l_202502_sameEnd"
"MA","other industrial energy use","1975",1.7493278,"crt2030_80p_l_202502_sameEnd"
"MD","other industrial energy use","1975",3.48394894227053,"crt2030_80p_l_202502_sameEnd"
"ME","other industrial energy use","1975",0.49508894,"crt2030_80p_l_202502_sameEnd"
"MI","other industrial energy use","1975",10.3285895578037,"crt2030_80p_l_202502_sameEnd"
"MN","other industrial energy use","1975",3.2578,"crt2030_80p_l_202502_sameEnd"
"MO","other industrial energy use","1975",2.90487926884466,"crt2030_80p_l_202502_sameEnd"
"MS","other industrial energy use","1975",1.7158724,"crt2030_80p_l_202502_sameEnd"
"MT","other industrial energy use","1975",0.8139708,"crt2030_80p_l_202502_sameEnd"
"NC","other industrial energy use","1975",2.641268,"crt2030_80p_l_202502_sameEnd"
"ND","other industrial energy use","1975",0.595051,"crt2030_80p_l_202502_sameEnd"
"NE","other industrial energy use","1975",1.45023496174018,"crt2030_80p_l_202502_sameEnd"
"NH","other industrial energy use","1975",0.22908231,"crt2030_80p_l_202502_sameEnd"
"NJ","other industrial energy use","1975",2.6543915,"crt2030_80p_l_202502_sameEnd"
"NM","other industrial energy use","1975",1.60176003815415,"crt2030_80p_l_202502_sameEnd"
"NV","other industrial energy use","1975",0.2350317,"crt2030_80p_l_202502_sameEnd"
"NY","other industrial energy use","1975",7.73195958747004,"crt2030_80p_l_202502_sameEnd"
"OH","other industrial energy use","1975",18.1172399784251,"crt2030_80p_l_202502_sameEnd"
"OK","other industrial energy use","1975",2.96627233604831,"crt2030_80p_l_202502_sameEnd"
"OR","other industrial energy use","1975",1.3115085,"crt2030_80p_l_202502_sameEnd"
"PA","other industrial energy use","1975",21.7514300197896,"crt2030_80p_l_202502_sameEnd"
"RI","other industrial energy use","1975",0.25838823,"crt2030_80p_l_202502_sameEnd"
"SC","other industrial energy use","1975",1.92615226312082,"crt2030_80p_l_202502_sameEnd"
"SD","other industrial energy use","1975",0.322271537765611,"crt2030_80p_l_202502_sameEnd"
"TN","other industrial energy use","1975",3.10586363529085,"crt2030_80p_l_202502_sameEnd"
"TX","other industrial energy use","1975",36.846925528984,"crt2030_80p_l_202502_sameEnd"
"UT","other industrial energy use","1975",2.47306498083712,"crt2030_80p_l_202502_sameEnd"
"VA","other industrial energy use","1975",2.75313371508134,"crt2030_80p_l_202502_sameEnd"
"VT","other industrial energy use","1975",0.09489078,"crt2030_80p_l_202502_sameEnd"
"WA","other industrial energy use","1975",2.363523,"crt2030_80p_l_202502_sameEnd"
"WI","other industrial energy use","1975",3.933988,"crt2030_80p_l_202502_sameEnd"
"WV","other industrial energy use","1975",6.0431955669716,"crt2030_80p_l_202502_sameEnd"
"WY","other industrial energy use","1975",1.2780899,"crt2030_80p_l_202502_sameEnd"
"AL","process heat cement","1975",0.346416588183079,"crt2030_80p_l_202502_sameEnd"
"AR","process heat cement","1975",0.143659904074386,"crt2030_80p_l_202502_sameEnd"
"AZ","process heat cement","1975",0.121684836245599,"crt2030_80p_l_202502_sameEnd"
"CA","process heat cement","1975",1.07850040500979,"crt2030_80p_l_202502_sameEnd"
"CO","process heat cement","1975",0.0507272163826731,"crt2030_80p_l_202502_sameEnd"
"FL","process heat cement","1975",0.279823308873289,"crt2030_80p_l_202502_sameEnd"
"GA","process heat cement","1975",0.0900099976192027,"crt2030_80p_l_202502_sameEnd"
"HI","process heat cement","1975",0.023928643,"crt2030_80p_l_202502_sameEnd"
"IA","process heat cement","1975",0.233737481330079,"crt2030_80p_l_202502_sameEnd"
"IL","process heat cement","1975",0.271003628085926,"crt2030_80p_l_202502_sameEnd"
"IN","process heat cement","1975",0.279492507211566,"crt2030_80p_l_202502_sameEnd"
"KS","process heat cement","1975",0.185887347652451,"crt2030_80p_l_202502_sameEnd"
"KY","process heat cement","1975",0.110424025373971,"crt2030_80p_l_202502_sameEnd"
"MD","process heat cement","1975",0.202095097729469,"crt2030_80p_l_202502_sameEnd"
"ME","process heat cement","1975",0.049173037,"crt2030_80p_l_202502_sameEnd"
"MI","process heat cement","1975",0.532965122196327,"crt2030_80p_l_202502_sameEnd"
"MO","process heat cement","1975",0.490737571155342,"crt2030_80p_l_202502_sameEnd"
"MT","process heat cement","1975",0.060621195,"crt2030_80p_l_202502_sameEnd"
"NE","process heat cement","1975",0.0161449862598208,"crt2030_80p_l_202502_sameEnd"
"NM","process heat cement","1975",0.0310329978458493,"crt2030_80p_l_202502_sameEnd"
"NV","process heat cement","1975",0.050479375,"crt2030_80p_l_202502_sameEnd"
"NY","process heat cement","1975",0.265510522529961,"crt2030_80p_l_202502_sameEnd"
"OH","process heat cement","1975",0.147739551574908,"crt2030_80p_l_202502_sameEnd"
"OK","process heat cement","1975",0.146857903951691,"crt2030_80p_l_202502_sameEnd"
"PA","process heat cement","1975",0.624916490210396,"crt2030_80p_l_202502_sameEnd"
"SC","process heat cement","1975",0.259977246879178,"crt2030_80p_l_202502_sameEnd"
"SD","process heat cement","1975",0.0173163612343892,"crt2030_80p_l_202502_sameEnd"
"TN","process heat cement","1975",0.140089064709145,"crt2030_80p_l_202502_sameEnd"
"TX","process heat cement","1975",0.823373221015953,"crt2030_80p_l_202502_sameEnd"
"UT","process heat cement","1975",0.12462125916288,"crt2030_80p_l_202502_sameEnd"
"VA","process heat cement","1975",0.0741051509186629,"crt2030_80p_l_202502_sameEnd"
"WV","process heat cement","1975",0.0732433490284037,"crt2030_80p_l_202502_sameEnd"
"WY","process heat cement","1975",0.027980905,"crt2030_80p_l_202502_sameEnd"
"AK","trn_aviation_intl","1975",0.178948,"crt2030_80p_l_202502_sameEnd"
"AL","trn_aviation_intl","1975",0.0404899,"crt2030_80p_l_202502_sameEnd"
"AR","trn_aviation_intl","1975",0.0463877,"crt2030_80p_l_202502_sameEnd"
"AZ","trn_aviation_intl","1975",0.165729,"crt2030_80p_l_202502_sameEnd"
"CA","trn_aviation_intl","1975",1.50395,"crt2030_80p_l_202502_sameEnd"
"CO","trn_aviation_intl","1975",0.173683,"crt2030_80p_l_202502_sameEnd"
"CT","trn_aviation_intl","1975",0.0488957,"crt2030_80p_l_202502_sameEnd"
"DE","trn_aviation_intl","1975",0.0381228,"crt2030_80p_l_202502_sameEnd"
"FL","trn_aviation_intl","1975",0.582036,"crt2030_80p_l_202502_sameEnd"
"GA","trn_aviation_intl","1975",0.311671,"crt2030_80p_l_202502_sameEnd"
"HI","trn_aviation_intl","1975",0.358486,"crt2030_80p_l_202502_sameEnd"
"IA","trn_aviation_intl","1975",0.0201257,"crt2030_80p_l_202502_sameEnd"
"ID","trn_aviation_intl","1975",0.0222542,"crt2030_80p_l_202502_sameEnd"
"IL","trn_aviation_intl","1975",0.590218,"crt2030_80p_l_202502_sameEnd"
"IN","trn_aviation_intl","1975",0.0627152,"crt2030_80p_l_202502_sameEnd"
"KS","trn_aviation_intl","1975",0.030942,"crt2030_80p_l_202502_sameEnd"
"KY","trn_aviation_intl","1975",0.0519459,"crt2030_80p_l_202502_sameEnd"
"LA","trn_aviation_intl","1975",0.14548,"crt2030_80p_l_202502_sameEnd"
"MA","trn_aviation_intl","1975",0.19361,"crt2030_80p_l_202502_sameEnd"
"MD","trn_aviation_intl","1975",0.070897,"crt2030_80p_l_202502_sameEnd"
"ME","trn_aviation_intl","1975",0.0464997,"crt2030_80p_l_202502_sameEnd"
"MI","trn_aviation_intl","1975",0.135936,"crt2030_80p_l_202502_sameEnd"
"MN","trn_aviation_intl","1975",0.136836,"crt2030_80p_l_202502_sameEnd"
"MO","trn_aviation_intl","1975",0.202026,"crt2030_80p_l_202502_sameEnd"
"MS","trn_aviation_intl","1975",0.0344402,"crt2030_80p_l_202502_sameEnd"
"MT","trn_aviation_intl","1975",0.0196776,"crt2030_80p_l_202502_sameEnd"
"NC","trn_aviation_intl","1975",0.089429,"crt2030_80p_l_202502_sameEnd"
"ND","trn_aviation_intl","1975",0.0430593,"crt2030_80p_l_202502_sameEnd"
"NE","trn_aviation_intl","1975",0.0396659,"crt2030_80p_l_202502_sameEnd"
"NH","trn_aviation_intl","1975",0.0208304,"crt2030_80p_l_202502_sameEnd"
"NJ","trn_aviation_intl","1975",0.138805,"crt2030_80p_l_202502_sameEnd"
"NM","trn_aviation_intl","1975",0.062755,"crt2030_80p_l_202502_sameEnd"
"NV","trn_aviation_intl","1975",0.140269,"crt2030_80p_l_202502_sameEnd"
