"Units","scenario","year","market","value"
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"AKCO2 removal",0.230316
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"AKairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"ALCO2 removal",0.00407298
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"ALairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"ARCO2 removal",0.00409692
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"ARairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"AZCO2 removal",0.00521405
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"AZairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"CACO2 removal",0.00364465
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"CAairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"COCO2 removal",0.00522888
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"COairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"CTCO2 removal",0.0021332
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"CTairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"DCCO2 removal",0.128444
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"DCairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"DECO2 removal",0.00334564
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"DEairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"FLCO2 removal",0.00412538
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"FLairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"GACO2 removal",0.00407297
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"GAairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"HICO2 removal",0.259265
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"HIairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"IACO2 removal",0.00393763
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"IAairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"IDCO2 removal",0.00490832
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"IDairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"ILCO2 removal",0.00392519
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"ILairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"INCO2 removal",0.00389733
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"INairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"KSCO2 removal",0.00490205
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"KSairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"KYCO2 removal",0.00389733
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"KYairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"LACO2 removal",0.00407111
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"LAairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"MACO2 removal",0.00213321
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"MAairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"MDCO2 removal",0.00334564
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"MDairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"MECO2 removal",0.144135
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"MEairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"MICO2 removal",0.00389733
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"MIairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"MNCO2 removal",0.00393779
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"MNairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"MOCO2 removal",0.00392352
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"MOairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"MSCO2 removal",0.00407284
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"MSairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"MTCO2 removal",0.0049078
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"MTairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"NCCO2 removal",0.00407297
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"NCairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"NDCO2 removal",0.0039376
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"NDairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"NECO2 removal",0.00393711
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"NEairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"NHCO2 removal",0.00213321
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"NHairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"NJCO2 removal",0.00334564
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"NJairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"NMCO2 removal",0.00519725
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"NMairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"NVCO2 removal",0.00489358
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"NVairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"NYCO2 removal",0.00325932
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"NYairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"OHCO2 removal",0.00389733
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"OHairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"OKCO2 removal",0.0048947
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"OKairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"ORCO2 removal",0.00486683
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"ORairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"PACO2 removal",0.00336924
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"PAairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"RICO2 removal",0.00213321
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"RIairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"SCCO2 removal",0.00407296
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"SCairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"SDCO2 removal",0.00393714
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"SDairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"TNCO2 removal",0.00410392
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"TNairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"TXCO2 removal",0.0054556
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"TXairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"UTCO2 removal",0.00490754
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"UTairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"VACO2 removal",0.00407295
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"VAairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"VTCO2 removal",0.00216122
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"VTairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"WACO2 removal",0.00487108
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"WAairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"WICO2 removal",0.00392519
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"WIairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"WVCO2 removal",0.00389732
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"WVairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"WYCO2 removal",0.0052321
"1975$/kg","crt2030_80p_nl_202502_onshoring",2050,"WYairCO2",-0.151062
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"AKCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"AKairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"ALCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"ALairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"ARCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"ARairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"AZCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"AZairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"CACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"CAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"COCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"COairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"CTCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"CTairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"DCCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"DCairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"DECO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"DEairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"FLCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"FLairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"GACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"GAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"HICO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"HIairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"IACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"IAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"IDCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"IDairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"ILCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"ILairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"INCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"INairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"KSCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"KSairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"KYCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"KYairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"LACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"LAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"MACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"MAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"MDCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"MDairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"MECO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"MEairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"MICO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"MIairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"MNCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"MNairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"MOCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"MOairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"MSCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"MSairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"MTCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"MTairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"NCCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"NCairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"NDCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"NDairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"NECO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"NEairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"NHCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"NHairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"NJCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"NJairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"NMCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"NMairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"NVCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"NVairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"NYCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"NYairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"OHCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"OHairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"OKCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"OKairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"ORCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"ORairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"PACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"PAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"RICO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"RIairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"SCCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"SCairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"SDCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"SDairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"TNCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"TNairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"TXCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"TXairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"UTCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"UTairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"VACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"VAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"VTCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"VTairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"WACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"WAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"WICO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"WIairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"WVCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"WVairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"WYCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2055,"WYairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"AKCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"AKairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"ALCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"ALairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"ARCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"ARairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"AZCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"AZairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"CACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"CAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"COCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"COairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"CTCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"CTairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"DCCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"DCairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"DECO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"DEairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"FLCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"FLairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"GACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"GAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"HICO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"HIairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"IACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"IAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"IDCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"IDairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"ILCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"ILairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"INCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"INairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"KSCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"KSairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"KYCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"KYairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"LACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"LAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"MACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"MAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"MDCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"MDairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"MECO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"MEairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"MICO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"MIairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"MNCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"MNairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"MOCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"MOairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"MSCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"MSairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"MTCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"MTairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"NCCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"NCairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"NDCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"NDairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"NECO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"NEairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"NHCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"NHairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"NJCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"NJairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"NMCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"NMairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"NVCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"NVairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"NYCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"NYairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"OHCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"OHairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"OKCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"OKairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"ORCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"ORairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"PACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"PAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"RICO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"RIairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"SCCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"SCairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"SDCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"SDairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"TNCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"TNairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"TXCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"TXairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"UTCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"UTairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"VACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"VAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"VTCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"VTairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"WACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"WAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"WICO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"WIairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"WVCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"WVairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"WYCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2060,"WYairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"AKCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"AKairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"ALCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"ALairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"ARCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"ARairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"AZCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"AZairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"CACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"CAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"COCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"COairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"CTCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"CTairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"DCCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"DCairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"DECO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"DEairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"FLCO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"FLairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"GACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"GAairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"HICO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"HIairCO2",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"IACO2 removal",1
"1975$/kg","crt2030_80p_nl_202502_onshoring",2065,"IAairCO2",1
